emp_no,birth_date,first_name,last_name,dept_no,to_date
442977,1955-01-28,Marlo,Armand,d007,9999-01-01
442979,1953-08-25,Seshu,Standera,d005,9999-01-01
442984,1955-05-20,Shaowen,Rossi,d006,9999-01-01
442986,1952-02-17,Nalini,Zeleznik,d005,9999-01-01
442987,1955-01-30,Sukumar,Sherertz,d004,9999-01-01
443003,1955-03-06,Turgut,Birsak,d004,9999-01-01
443023,1953-06-03,Edwin,Range,d002,9999-01-01
443025,1954-04-30,Kristin,Sethi,d006,9999-01-01
443029,1952-08-29,Mary,Bahk,d005,9999-01-01
443036,1953-01-02,Guiseppe,Baez,d005,9999-01-01
443038,1952-07-18,Douadi,Poujol,d007,9999-01-01
443040,1955-02-01,Arnd,Bail,d008,9999-01-01
443044,1953-07-11,Kousuke,Neiman,d002,9999-01-01
443046,1955-05-15,Mooi,Brookman,d003,9999-01-01
443052,1954-05-31,Chikara,Staylopatis,d005,9999-01-01
443054,1954-11-30,Diederik,Baalen,d009,9999-01-01
443058,1955-06-03,Kamakshi,Neiman,d008,9999-01-01
443064,1954-06-14,Kasturi,Alpay,d004,9999-01-01
443072,1955-09-29,Anneli,Hempstead,d005,9999-01-01
443078,1954-07-13,Ortrud,Hennebert,d007,9999-01-01
443079,1952-07-20,Aram,Penz,d005,9999-01-01
443088,1952-03-05,Alejandra,Hainaut,d001,9999-01-01
443092,1952-11-17,Xiaopeng,Imataki,d004,9999-01-01
443093,1952-05-21,Theirry,Beutelspacher,d008,9999-01-01
443097,1953-08-17,Sudhanshu,Strandh,d007,9999-01-01
443101,1954-12-14,Pramod,Kavvadias,d004,9999-01-01
443102,1954-07-10,Filipe,Honiden,d007,9999-01-01
443115,1952-02-24,Babette,Cincotta,d003,9999-01-01
443118,1954-02-16,Saeed,Angel,d009,9999-01-01
443121,1954-12-08,Valdiodio,Goldhammer,d004,9999-01-01
443126,1955-08-30,Mayumi,Ranst,d004,9999-01-01
443129,1953-05-04,Chaoyi,Baek,d005,9999-01-01
443135,1954-11-03,Gudjon,Ghemri,d004,9999-01-01
443140,1953-12-17,Feixiong,Pramanik,d007,9999-01-01
443156,1952-04-26,Hinrich,Wixon,d001,9999-01-01
443159,1952-05-25,Ferdinand,Rohrbach,d003,9999-01-01
443160,1954-11-07,Paloma,Vuskovic,d005,9999-01-01
443162,1953-02-07,Shakhar,Kruskal,d005,9999-01-01
443166,1955-10-11,Randi,Zwicker,d005,9999-01-01
443172,1955-11-22,Matt,Yeung,d002,9999-01-01
443173,1955-04-05,Yuping,Bondorf,d004,9999-01-01
443174,1955-06-20,Alagu,Bahr,d005,9999-01-01
443178,1953-07-25,Kersti,Porenta,d007,9999-01-01
443182,1952-10-03,Heather,Luca,d005,9999-01-01
443183,1952-04-13,Owen,Brodie,d004,9999-01-01
443184,1953-10-17,Fai,Rusterholz,d005,9999-01-01
443191,1955-08-14,Theron,Poujol,d007,9999-01-01
443192,1952-02-21,Rafols,Onuegbe,d006,9999-01-01
443195,1952-02-24,Manton,Bratten,d004,9999-01-01
443198,1952-09-24,Vidya,Rosenbaum,d004,9999-01-01
443204,1952-05-10,Lalit,Schapiro,d005,9999-01-01
443205,1955-01-04,Volkmar,Bach,d005,9999-01-01
443206,1954-06-18,Marco,Oppitz,d001,9999-01-01
443207,1953-12-17,Radoslaw,Weedman,d004,9999-01-01
443208,1952-08-21,Nakhoon,Nilsson,d005,9999-01-01
443210,1952-09-11,Kazunori,Dusink,d001,9999-01-01
443215,1954-03-17,Masato,Giarratana,d004,9999-01-01
443218,1954-11-22,Xiahua,Noriega,d006,9999-01-01
443227,1952-07-13,Nevio,Lovengreen,d001,9999-01-01
443228,1955-10-18,Mohammad,Gecseg,d007,9999-01-01
443233,1955-08-15,Nahla,Heuter,d003,9999-01-01
443236,1954-09-26,Khue,Businaro,d004,9999-01-01
443240,1952-07-30,Billie,Gimbel,d005,9999-01-01
443247,1955-01-13,Adil,Duclos,d009,9999-01-01
443255,1955-10-15,Bowen,Kornyak,d006,9999-01-01
443258,1955-06-27,Qiwen,Ramsak,d005,9999-01-01
443261,1955-02-03,Ferdinand,Kropatsch,d005,9999-01-01
443270,1952-02-10,Vasiliy,Chvatal,d007,9999-01-01
443273,1954-04-13,Tadahiko,Conia,d008,9999-01-01
443279,1953-12-25,Sadok,Rodite,d008,9999-01-01
443281,1955-01-05,Tayeb,Walston,d006,9999-01-01
443283,1955-12-05,Aluzio,Mamelak,d003,9999-01-01
443291,1954-09-29,Susuma,Nitto,d003,9999-01-01
443297,1953-02-24,Krister,Egerstedt,d008,9999-01-01
443298,1955-09-25,Shaw,Weisert,d004,9999-01-01
443301,1954-01-28,Kristine,Ratnaker,d005,9999-01-01
443303,1953-06-09,Nadjib,Fadgyas,d007,9999-01-01
443306,1954-09-18,Mechthild,Sifakis,d005,9999-01-01
443307,1955-03-13,Alagu,Bennis,d006,9999-01-01
443313,1952-10-01,Kayoko,Taubenfeld,d008,9999-01-01
443317,1953-06-05,Yuriy,Chiola,d007,9999-01-01
443320,1952-07-20,Kenton,Bugrara,d002,9999-01-01
443325,1953-09-11,Rasiah,Stanger,d001,9999-01-01
443332,1954-04-23,Leandro,Birsak,d005,9999-01-01
443337,1955-05-07,Lillian,Mungall,d004,9999-01-01
443344,1954-10-10,Shalesh,Gischer,d005,9999-01-01
443346,1954-02-13,Alair,Biros,d007,9999-01-01
443348,1954-06-04,Eben,Cardazo,d004,9999-01-01
443349,1954-02-01,Pantung,Lorch,d002,9999-01-01
443359,1955-03-05,Jackson,Facello,d005,9999-01-01
443372,1954-10-09,Kaijung,Engelmann,d001,9999-01-01
443373,1955-08-19,Zdislav,Luit,d005,9999-01-01
443381,1952-08-23,Seongbin,Pappas,d003,9999-01-01
443382,1955-01-27,Jamaludin,Poulakidas,d001,9999-01-01
443388,1955-06-07,Lena,Kroll,d007,9999-01-01
443390,1952-11-01,Arfst,Marwedel,d001,9999-01-01
443391,1952-11-09,Jolita,Yetto,d007,9999-01-01
443398,1952-05-16,Zhilian,Erez,d006,9999-01-01
443404,1952-04-11,Xiaoheng,Feldhoffer,d007,9999-01-01
443409,1953-03-10,Elliott,Krybus,d005,9999-01-01
443411,1955-11-12,Behnaam,Bahi,d007,9999-01-01
443415,1955-06-18,Murthy,Oxman,d009,9999-01-01
443419,1953-12-05,Kazuyasu,Ernst,d004,9999-01-01
443433,1952-11-30,Ekawit,Castellani,d006,9999-01-01
443444,1952-07-06,Lucien,Kavanagh,d006,9999-01-01
443449,1953-09-29,Vasiliy,Hasenauer,d004,9999-01-01
443450,1953-05-31,Shawna,Denti,d007,9999-01-01
443457,1953-05-16,Kazuhisa,Demke,d007,9999-01-01
443464,1954-06-26,Ziva,Michaeli,d004,9999-01-01
443470,1954-10-07,Valeri,Murtha,d008,9999-01-01
443471,1953-04-13,Honesty,Tetzlaff,d007,9999-01-01
443484,1954-04-23,Ferdinand,Vendrig,d007,9999-01-01
443486,1955-05-19,Stein,Hinsberger,d008,9999-01-01
443500,1952-06-01,Shih,Kavanagh,d002,9999-01-01
443505,1953-04-18,Ronghao,Pargas,d007,9999-01-01
443510,1954-05-18,Martial,Poupard,d008,9999-01-01
443533,1954-09-07,Xuedong,Garnick,d006,9999-01-01
443536,1955-05-12,Nahla,Molenaar,d005,9999-01-01
443540,1955-04-22,Tesuya,Lund,d006,9999-01-01
443545,1953-05-15,Claude,Avouris,d004,9999-01-01
443552,1955-08-18,Collette,Deyuan,d009,9999-01-01
443554,1953-10-26,Yolla,Klyachko,d005,9999-01-01
443557,1953-10-20,Ute,Androutsos,d007,9999-01-01
443559,1954-09-11,Khaled,Comellas,d009,9999-01-01
443560,1954-02-23,Akeel,Trachtenberg,d005,9999-01-01
443562,1955-08-08,Zorica,Panwar,d004,9999-01-01
443571,1955-09-03,Siddarth,Garrabrants,d007,9999-01-01
443573,1955-05-11,Sanjiv,Rosiles,d004,9999-01-01
443574,1954-11-21,Duke,Denna,d007,9999-01-01
443576,1954-11-12,Uno,Brizzi,d005,9999-01-01
443582,1952-07-23,Katsuo,Ernst,d001,9999-01-01
443585,1952-08-06,Ugo,Fiutem,d007,9999-01-01
443590,1952-05-23,Jiang,Gils,d005,9999-01-01
443591,1954-09-28,Haldun,Lamparter,d006,9999-01-01
443592,1952-07-08,Dante,Wursthorn,d005,9999-01-01
443596,1955-01-26,Vishv,Egerstedt,d007,9999-01-01
443597,1953-12-08,Prasadram,Showalter,d007,9999-01-01
443603,1952-08-05,Christfried,Poupard,d007,9999-01-01
443617,1953-10-10,Hercules,Molberg,d001,9999-01-01
443626,1954-06-20,Akeno,Collette,d007,9999-01-01
443628,1955-02-04,Pranav,Antonakopoulos,d004,9999-01-01
443629,1953-11-04,Nidapan,Gils,d005,9999-01-01
443634,1954-12-15,Conor,Cusworth,d005,9999-01-01
443637,1952-12-18,Mohua,Guenter,d007,9999-01-01
443640,1952-11-28,Martine,Rosaz,d005,9999-01-01
443647,1952-12-10,Serif,Feldmann,d004,9999-01-01
443659,1953-09-29,Roselyn,Sommer,d005,9999-01-01
443662,1954-04-22,Freyja,Mawatari,d005,9999-01-01
443663,1953-02-04,Yonghong,Stasinski,d008,9999-01-01
443666,1954-08-10,Bluma,Cherinka,d008,9999-01-01
443668,1955-12-15,Salvador,Bamford,d005,9999-01-01
443676,1952-03-15,Masasuke,Gide,d007,9999-01-01
443677,1954-09-19,TRUE,Parfitt,d003,9999-01-01
443678,1952-08-21,Subhash,Conry,d005,9999-01-01
443686,1953-12-17,Tokuyasu,Polajnar,d004,9999-01-01
443696,1955-01-08,Henk,Douceur,d007,9999-01-01
443697,1953-10-26,Xinglin,Frijda,d005,9999-01-01
443710,1955-02-06,Margo,Stille,d004,9999-01-01
443713,1952-04-11,Susumu,Besancenot,d004,9999-01-01
443715,1952-04-13,Arif,Schonegge,d004,9999-01-01
443717,1953-03-18,Hugh,Erdi,d004,9999-01-01
443720,1953-03-11,Sreekrishna,Perfilyeva,d006,9999-01-01
443721,1953-01-23,Kinh,England,d004,9999-01-01
443730,1954-04-22,Jaihie,Ibel,d008,9999-01-01
443733,1952-05-17,Volkmar,Welham,d007,9999-01-01
443735,1955-12-26,Boriana,Guenter,d008,9999-01-01
443737,1953-01-22,Kazuhisa,Zolotykh,d005,9999-01-01
443738,1954-09-10,Genki,Decleir,d004,9999-01-01
443743,1954-12-26,Sadun,Lally,d006,9999-01-01
443746,1953-06-06,Nevio,Underwood,d004,9999-01-01
443747,1952-04-12,Sorina,Genther,d001,9999-01-01
443752,1953-04-21,Chinhyun,Rosiles,d005,9999-01-01
443753,1952-08-29,Dekang,Snyers,d007,9999-01-01
443759,1955-02-24,Branimir,Comte,d007,9999-01-01
443761,1955-09-10,Lucian,Pleszkun,d002,9999-01-01
443762,1954-11-02,Masamitsu,Suomi,d003,9999-01-01
443766,1953-10-08,Van,Peot,d005,9999-01-01
443772,1953-07-13,Remko,Delaune,d007,9999-01-01
443774,1955-07-12,Marsha,Beerel,d002,9999-01-01
443779,1953-01-09,Sudharsan,Bolsens,d005,9999-01-01
443781,1954-11-25,Dipankar,Pfau,d005,9999-01-01
443797,1954-03-16,Nirmal,Armand,d008,9999-01-01
443801,1952-02-18,Yefim,Gopalakrishnan,d007,9999-01-01
443804,1953-03-10,Kyoichi,Danley,d003,9999-01-01
443817,1954-06-20,Leen,Aumann,d005,9999-01-01
443818,1953-07-01,Arif,Schnelling,d003,9999-01-01
443823,1952-12-26,Chaitali,Axelband,d003,9999-01-01
443824,1953-06-07,Toshimo,Passafiume,d001,9999-01-01
443829,1952-09-06,Taiji,Baez,d005,9999-01-01
443835,1954-03-11,Vatsa,Rosch,d004,9999-01-01
443836,1952-11-10,Teruyuki,Swiss,d004,9999-01-01
443838,1952-11-17,Rimon,McClure,d007,9999-01-01
443839,1952-10-03,Takahito,Marchesini,d004,9999-01-01
443840,1955-05-04,Oguz,Fairtlough,d007,9999-01-01
443846,1954-01-08,Uwe,Junet,d004,9999-01-01
443847,1953-09-15,Leucio,Ligten,d005,9999-01-01
443852,1954-05-02,Fay,Leppanen,d004,9999-01-01
443860,1954-06-14,Khatoun,Angelov,d004,9999-01-01
443869,1955-03-27,Shan,Litecky,d006,9999-01-01
443871,1952-06-22,Alagu,Alpin,d005,9999-01-01
443877,1955-02-21,Arvin,Melter,d007,9999-01-01
443878,1953-08-16,Oksana,Sifakis,d001,9999-01-01
443894,1955-03-30,Geraldo,Prochazka,d007,9999-01-01
443896,1955-03-29,Renny,Denny,d004,9999-01-01
443906,1952-03-09,Bluma,Restivo,d002,9999-01-01
443909,1954-05-09,Fumiya,Detkin,d001,9999-01-01
443917,1952-05-26,Amstein,Lores,d007,9999-01-01
443918,1952-12-03,Adas,Stenning,d007,9999-01-01
443921,1952-05-12,Otmar,Thimonier,d005,9999-01-01
443924,1955-05-04,Tooru,Luca,d004,9999-01-01
443925,1955-10-03,Franziska,Jenevein,d004,9999-01-01
443927,1954-03-24,Geoffrey,Codenie,d008,9999-01-01
443928,1955-03-11,Navid,Zschoche,d006,9999-01-01
443930,1955-11-06,Pramod,Schaft,d006,9999-01-01
443934,1954-08-15,Fatemeh,Cusworth,d004,9999-01-01
443940,1952-07-30,Tayeb,Soloway,d007,9999-01-01
443942,1953-01-15,Kwan,Heystek,d007,9999-01-01
443945,1954-02-25,Shimshon,Meriste,d003,9999-01-01
443967,1954-10-08,Valery,Nourani,d003,9999-01-01
443968,1953-08-07,Billie,Demizu,d004,9999-01-01
443971,1954-08-26,Dannz,Schreiter,d006,9999-01-01
443979,1954-12-11,Wayne,Oaver,d004,9999-01-01
443980,1953-09-08,Sibyl,Geffroy,d008,9999-01-01
443983,1954-11-11,Abdelaziz,Demos,d009,9999-01-01
443986,1953-05-23,Munenori,Tischendorf,d001,9999-01-01
443987,1953-10-19,Jinya,Holburn,d005,9999-01-01
443993,1952-06-22,Mircea,Narwekar,d005,9999-01-01
443994,1953-05-17,Subhash,Lorch,d004,9999-01-01
443996,1955-10-06,JiYoung,Suomi,d001,9999-01-01
443998,1952-02-17,Aruna,Macedo,d003,9999-01-01
444004,1952-09-24,Adit,Baig,d004,9999-01-01
444016,1954-05-30,Dinah,Strehl,d009,9999-01-01
444017,1954-01-23,Geraldo,Strehl,d005,9999-01-01
444023,1953-08-05,Mandell,Janocha,d009,9999-01-01
444028,1954-01-22,Chuanyi,Rohrbach,d004,9999-01-01
444034,1955-10-17,Jackson,Bernardeschi,d007,9999-01-01
444039,1952-10-12,Kasidit,Redmiles,d006,9999-01-01
444049,1954-08-09,Miyeon,Blokdijk,d004,9999-01-01
444052,1954-07-09,Shuky,Brobst,d009,9999-01-01
444054,1954-12-23,Prodip,Godskesen,d001,9999-01-01
444060,1952-10-15,Niteen,Deyuan,d009,9999-01-01
444061,1954-07-25,Gal,Merks,d009,9999-01-01
444062,1953-09-09,Moss,Jenevein,d005,9999-01-01
444073,1953-06-04,Prasadram,Braunschweig,d002,9999-01-01
444074,1953-07-22,Achilleas,Sanella,d004,9999-01-01
444077,1954-02-05,Tayeb,Detkin,d001,9999-01-01
444078,1954-02-26,Hein,Horswill,d005,9999-01-01
444092,1955-11-28,Mingzeng,Maccarone,d004,9999-01-01
444093,1955-02-17,Xinan,Malabarba,d003,9999-01-01
444094,1953-03-06,Radhakrishnan,Alvarado,d003,9999-01-01
444097,1953-08-30,Golgen,Uhrig,d005,9999-01-01
444108,1954-09-24,Ung,McClure,d007,9999-01-01
444109,1952-05-20,Oldrich,Gerlach,d009,9999-01-01
444113,1953-09-08,Terresa,Sury,d005,9999-01-01
444114,1952-06-14,Ayakannu,Kisuki,d001,9999-01-01
444116,1952-02-15,Heejo,Pagter,d004,9999-01-01
444118,1952-09-16,Muzhong,Nitto,d009,9999-01-01
444121,1954-09-20,Takahito,Harllee,d009,9999-01-01
444124,1953-02-22,Danco,Massonet,d005,9999-01-01
444134,1952-09-21,Berhard,Kushnir,d005,9999-01-01
444135,1953-11-19,Avishai,Marsiglia,d003,9999-01-01
444136,1953-08-26,Qunsheng,Straney,d004,9999-01-01
444141,1952-03-04,Kokou,Coombs,d004,9999-01-01
444142,1952-02-18,Kenroku,Poulakidas,d004,9999-01-01
444144,1953-08-28,Mark,Denny,d006,9999-01-01
444148,1953-06-13,Jamaludin,Wendorf,d004,9999-01-01
444151,1955-05-10,Nahum,Avouris,d001,9999-01-01
444152,1954-03-19,Nahum,Nastansky,d004,9999-01-01
444153,1953-03-07,Heather,Zultner,d007,9999-01-01
444155,1953-02-02,Giap,Gluchowski,d008,9999-01-01
444158,1955-10-18,Toney,Barriga,d004,9999-01-01
444163,1954-03-01,Uriel,Gente,d007,9999-01-01
444164,1953-04-07,Toshimo,Tiemann,d005,9999-01-01
444166,1952-04-27,Shahid,Serot,d004,9999-01-01
444167,1955-02-18,Tremaine,Malabarba,d004,9999-01-01
444168,1953-08-13,Nimmagadda,Eterovic,d005,9999-01-01
444171,1953-02-13,Gunilla,Erez,d006,9999-01-01
444173,1955-10-19,Steve,Matteis,d005,9999-01-01
444176,1952-02-22,Roded,Luke,d005,9999-01-01
444179,1952-08-27,Saeed,Suessmith,d005,9999-01-01
444183,1952-12-01,Divier,Provine,d001,9999-01-01
444187,1953-12-02,Waiman,Zyda,d008,9999-01-01
444188,1952-09-24,Ramachenga,McClure,d005,9999-01-01
444195,1953-12-18,Jayson,Rajcani,d005,9999-01-01
444201,1955-05-16,Yuichiro,Constantine,d004,9999-01-01
444203,1955-03-06,Parke,Stassinopoulos,d004,9999-01-01
444209,1953-11-06,Bluma,Shumilov,d004,9999-01-01
444212,1953-02-17,Van,Porotnikoff,d002,9999-01-01
444217,1952-07-28,Vivian,Shobatake,d005,9999-01-01
444223,1955-03-31,Krisda,Ramsay,d007,9999-01-01
444238,1954-04-06,Zhenhua,Chiodo,d004,9999-01-01
444239,1953-12-10,Kinh,Samarati,d004,9999-01-01
444246,1952-03-20,Arie,Gerlach,d004,9999-01-01
444248,1954-05-13,Gianluca,Bonifati,d007,9999-01-01
444251,1952-11-30,Magdalena,Morrow,d007,9999-01-01
444256,1954-04-08,Lakshmi,Leonhardt,d006,9999-01-01
444258,1953-03-13,Doowon,Stassinopoulos,d007,9999-01-01
444262,1955-11-06,Tetsurou,Ramalingam,d006,9999-01-01
444267,1955-02-24,Domenico,Kragelund,d002,9999-01-01
444268,1952-10-06,Raimond,Penttonen,d004,9999-01-01
444274,1953-07-03,Bokyung,Uludag,d007,9999-01-01
444278,1954-04-28,Unal,Denti,d007,9999-01-01
444279,1955-12-20,Bluma,Litvinov,d004,9999-01-01
444281,1952-08-05,Hatem,Kropf,d005,9999-01-01
444283,1952-11-16,Boriana,Luke,d004,9999-01-01
444286,1955-07-07,Kien,Lamba,d001,9999-01-01
444289,1952-02-18,Masaru,Laurillard,d007,9999-01-01
444292,1955-06-23,Macha,Silva,d004,9999-01-01
444296,1953-07-31,Mart,Iivonen,d003,9999-01-01
444299,1953-04-22,Moie,Cyre,d008,9999-01-01
444301,1953-09-12,Shigeaki,Azulay,d005,9999-01-01
444309,1953-09-01,Frazer,Pauthner,d003,9999-01-01
444310,1953-06-12,Gian,Millington,d007,9999-01-01
444312,1955-01-21,Baocai,Polajnar,d004,9999-01-01
444313,1952-06-03,Ohad,Shackell,d007,9999-01-01
444316,1953-06-30,Lech,Schwartzbauer,d001,9999-01-01
444335,1955-04-28,Kersti,Rande,d003,9999-01-01
444348,1954-07-11,Radhakrishnan,Seghrouchni,d004,9999-01-01
444351,1955-11-22,Kien,Yamaashi,d006,9999-01-01
444353,1955-06-27,Mansur,Zeilberger,d004,9999-01-01
444357,1954-04-08,Parke,Muntz,d004,9999-01-01
444370,1952-08-17,Masanao,Genin,d001,9999-01-01
444373,1954-10-11,Sastry,Hitomi,d003,9999-01-01
444374,1953-02-17,Shigehito,Swen,d002,9999-01-01
444378,1952-12-06,Yefim,Godskesen,d008,9999-01-01
444379,1953-01-21,Atreye,Ranka,d005,9999-01-01
444380,1954-03-06,Gor,Conta,d008,9999-01-01
444383,1952-02-21,Renee,Lores,d004,9999-01-01
444387,1952-02-17,Demin,Cappelletti,d007,9999-01-01
444388,1955-12-24,Gudjon,Flexer,d006,9999-01-01
444389,1954-06-02,Goh,Marchesini,d004,9999-01-01
444396,1953-09-22,Make,Highland,d004,9999-01-01
444399,1955-02-26,Yahiko,Zallocco,d004,9999-01-01
444400,1953-10-31,Tiina,Streng,d005,9999-01-01
444404,1954-01-27,Arnd,Ducloy,d004,9999-01-01
444408,1954-05-08,Oscal,Conde,d005,9999-01-01
444416,1953-04-21,Gift,Thorelli,d004,9999-01-01
444420,1952-06-30,Gita,Ramsay,d005,9999-01-01
444421,1954-02-27,Chaoyi,Tsunoo,d009,9999-01-01
444422,1954-08-08,Rimon,Bauknecht,d003,9999-01-01
444423,1955-10-04,Giao,Yavatkar,d005,9999-01-01
444427,1952-12-12,Krassimir,Nooteboom,d001,9999-01-01
444428,1952-12-30,Martijn,Cairo,d003,9999-01-01
444431,1952-08-22,Kamakshi,Simkin,d007,9999-01-01
444435,1952-09-10,Yahiko,Narwekar,d004,9999-01-01
444437,1952-11-21,Pranay,Rajcani,d005,9999-01-01
444442,1953-03-03,Poorav,Lamba,d004,9999-01-01
444447,1955-10-19,Chuanti,Leuchs,d009,9999-01-01
444450,1953-08-06,Mohua,Terwilliger,d005,9999-01-01
444451,1952-08-25,Richara,Picco,d005,9999-01-01
444474,1954-08-08,Weidon,Whittlesey,d005,9999-01-01
444483,1952-12-03,Naraig,Rahimi,d006,9999-01-01
444490,1954-11-27,Augustine,Kermarrec,d002,9999-01-01
444493,1952-03-02,Mana,Montresor,d004,9999-01-01
444494,1952-12-22,Hugo,Merle,d009,9999-01-01
444496,1953-03-05,Yuriy,Jording,d004,9999-01-01
444498,1954-08-24,Sajjan,Tomescu,d002,9999-01-01
444501,1955-08-19,Mostafa,Bernick,d005,9999-01-01
444503,1953-05-27,Koichi,Garnham,d005,9999-01-01
444505,1954-08-08,Hyuckchul,Auyong,d005,9999-01-01
444508,1955-06-16,Kaijung,Bahl,d007,9999-01-01
444520,1954-01-09,Anyuan,Hatcliff,d004,9999-01-01
444521,1954-06-14,Lijie,Vecchi,d005,9999-01-01
444528,1953-10-28,Xumin,Kandlur,d007,9999-01-01
444529,1955-09-14,Dung,Ermel,d006,9999-01-01
444532,1953-01-29,Shaunak,Fortenbacher,d009,9999-01-01
444534,1952-07-19,Yolla,Badr,d007,9999-01-01
444543,1955-11-02,Siddarth,Peres,d008,9999-01-01
444548,1955-09-28,Sham,Rodiger,d005,9999-01-01
444550,1954-04-01,Aron,Matzen,d003,9999-01-01
444551,1954-10-31,Ipke,Gien,d007,9999-01-01
444553,1954-05-11,Nikolaus,Gluchowski,d009,9999-01-01
444557,1955-01-16,Chanjung,Tsukuda,d005,9999-01-01
444558,1954-05-07,Ebru,Maliniak,d005,9999-01-01
444560,1953-03-05,Jeane,Kilgour,d005,9999-01-01
444567,1952-11-19,Conor,Henseler,d004,9999-01-01
444568,1955-12-11,Valter,Kroll,d009,9999-01-01
444575,1953-03-07,Masaru,Thummel,d008,9999-01-01
444576,1955-05-12,Jinya,Tagansky,d007,9999-01-01
444579,1954-02-07,Byong,Rosaz,d007,9999-01-01
444590,1953-01-01,Bouchung,Ranft,d006,9999-01-01
444595,1952-04-13,Masako,Papadias,d004,9999-01-01
444605,1955-01-09,Iara,Skafidas,d007,9999-01-01
444606,1952-12-07,Uta,Unno,d008,9999-01-01
444621,1953-07-17,Persi,Hardjono,d001,9999-01-01
444625,1954-01-30,Jessie,Bhattacharjee,d003,9999-01-01
444626,1955-06-28,Ingemar,Heiserman,d009,9999-01-01
444627,1955-08-26,Supot,Ebeling,d006,9999-01-01
444631,1955-02-26,Sadun,Peak,d005,9999-01-01
444633,1952-06-07,Shaowei,Nollmann,d005,9999-01-01
444637,1955-01-13,Kellyn,Peot,d007,9999-01-01
444641,1953-02-21,Unal,Zallocco,d005,9999-01-01
444642,1953-07-17,Shigehito,Stranks,d004,9999-01-01
444647,1954-02-26,Yurij,Schmiedel,d007,9999-01-01
444650,1952-06-04,Cristinel,Ghelli,d005,9999-01-01
444655,1953-06-25,Rutger,Markovitch,d005,9999-01-01
444656,1955-07-19,Clyde,Nooteboom,d009,9999-01-01
444659,1953-07-21,Adit,Orsini,d009,9999-01-01
444661,1954-10-18,Malu,Jonsson,d002,9999-01-01
444662,1954-11-28,Huan,Olivero,d004,9999-01-01
444664,1952-04-03,Odysseas,Horswill,d009,9999-01-01
444665,1952-09-22,Fatemeh,Portugali,d005,9999-01-01
444667,1955-05-01,Raimond,Penttonen,d008,9999-01-01
444673,1952-11-09,Taisook,Kruskal,d002,9999-01-01
444687,1955-11-01,Mokhtar,Braccini,d005,9999-01-01
444691,1953-03-18,Arunachalam,Boreale,d002,9999-01-01
444694,1953-07-02,Perry,Peac,d003,9999-01-01
444697,1952-09-19,Fuqing,Emden,d004,9999-01-01
444704,1952-02-28,Martine,Cullers,d001,9999-01-01
444707,1954-08-01,Brewster,Huhdanpaa,d001,9999-01-01
444709,1953-10-04,Jackson,Zlotek,d007,9999-01-01
444720,1955-02-05,Junichi,Rosin,d003,9999-01-01
444722,1954-10-07,Ibibia,Hiraishi,d005,9999-01-01
444727,1953-06-14,Jayson,Akaboshi,d004,9999-01-01
444734,1952-06-25,Shietung,Ertl,d004,9999-01-01
444735,1952-02-08,Phule,Hashii,d003,9999-01-01
444736,1954-08-07,Rosli,McClure,d005,9999-01-01
444738,1953-01-16,Takahira,Gargeya,d007,9999-01-01
444739,1952-05-22,Mads,Jumpertz,d005,9999-01-01
444742,1953-11-24,Moriyoshi,Fadgyas,d008,9999-01-01
444744,1954-03-13,Weijing,Farrar,d007,9999-01-01
444752,1952-05-01,Debatosh,Eiron,d009,9999-01-01
444758,1954-06-15,Waiman,Hashii,d005,9999-01-01
444760,1952-10-26,Kazuhiko,Brodie,d002,9999-01-01
444762,1955-09-24,Sreenivas,Bala,d005,9999-01-01
444766,1952-03-04,Diederik,Koshiba,d006,9999-01-01
444767,1953-01-09,Richard,Magliocco,d006,9999-01-01
444771,1955-03-09,Manton,Preusig,d006,9999-01-01
444774,1953-05-14,Remko,Benveniste,d008,9999-01-01
444776,1955-12-03,Goetz,Trumbly,d004,9999-01-01
444779,1955-08-31,Francesca,Feinberg,d007,9999-01-01
444781,1954-04-13,Kasturi,Castellani,d004,9999-01-01
444782,1954-10-10,Keung,Hellwagner,d003,9999-01-01
444786,1955-03-22,Arnd,Holburn,d004,9999-01-01
444792,1955-10-11,Dhritiman,Macedo,d007,9999-01-01
444801,1955-09-25,Kamran,Jayawardene,d007,9999-01-01
444814,1953-05-21,Perry,Detkin,d004,9999-01-01
444823,1955-09-22,Adin,Nyrup,d009,9999-01-01
444829,1954-07-01,Shuji,Redmiles,d007,9999-01-01
444830,1955-03-21,Rasikan,Koprowski,d007,9999-01-01
444831,1953-04-16,Fay,Businaro,d002,9999-01-01
444832,1953-08-11,Herbert,Conia,d009,9999-01-01
444835,1952-09-22,Mayumi,Seiwald,d004,9999-01-01
444836,1954-05-30,Adel,Beznosov,d008,9999-01-01
444837,1953-06-05,Hinrich,Ranka,d005,9999-01-01
444842,1954-08-03,Adly,Schaap,d004,9999-01-01
444850,1953-07-20,Weiye,Schapiro,d005,9999-01-01
444853,1955-06-22,Mahmut,Schoegge,d002,9999-01-01
444854,1952-10-27,Randi,Kossowski,d005,9999-01-01
444857,1953-07-16,Jessie,Hanabata,d005,9999-01-01
444858,1953-01-16,Rosli,Fandrianto,d007,9999-01-01
444865,1955-10-08,Heng,Siprelle,d009,9999-01-01
444867,1952-11-18,Valter,Marshall,d002,9999-01-01
444871,1955-04-18,Shao,Suppi,d008,9999-01-01
